timestamp,​0x5aB9d116a53EF41063E3EaE26A7eBe736720E9bA,​0x0000000000000Eb4ec62758aaE93400B3E5f7f18,​0x2a1530C4C41db0B0b2bB646CB5Eb1A67b7158667,​0x11111254369792b2Ca5d084aB5eEA397cA8fa48B,​0x4B616ab04C84aF1F12E2D794e7D41878b182cd6a,​0x409B512e1cf94500877C5353B2a0C13B2d24914F,​0x762ed657B76372F8C08C6f7E0Aa4170658C4CA35,​0x480ea104fF7063Ed0Af41c98d8EF2457afE2a41c,​0x58Be43BA4875e4116DBd4b2c18AFbAaC80543275,​0xC4303d911caAef2400387D3C221A9ae6F755411E,​0x860bd2dba9Cd475A61E6d1b45e16c365F6D78F66,​0x5c5b40855fc364b797c1F539F7Eb39cDC94a8a91,​0xF1Ad4BFDF8829d55eC0Ce7900EF9d122B2610673,​0x3E2A4Dddfe7E9eD3b9B11D8e8aE4543ca685e6a2,​0x2591B7C5D48d588CbD089c996c083fe7466D460f,​0x0000000000007F150Bd6f54c40A34d7C3d5e9f56,​0x00000000000080C886232E9b7EBBFb942B5987AA,​0x12755B769cBa38b178111213B104761f872b8230,​0xfc96e234d4B31C63051E707105fCC4aba37807Fa,​0x40A7cb7052C274Cc2E568c324B4c5D94383bec4f,​0x8018280076d7fA2cAa1147e441352E8a89e1DDbe,​0xcaA7e4656f6A2B59f5f99c745F91AB26D1210DCe,​0x8a4F0327984F556a00221E293F336B9F99281Be6,​0xF6FB09a41fa6C18cEbC1e7C6F75A8664D69e4d48,​0xf443253607Dbde5bdA77C358c9b9f244D819E25C,​0xe069CB01D06bA617bCDf789bf2ff0D5E5ca20C71,​0x00000000B1786c9698C160D78232c78d6f6474Fe,​0xF65aBA8Ace3C2B4a36c14de6C24a05f664274791,​0x5f617cc3Dd2724F5bb6f75d0F8907C95AbfFf0D6,​0xEb5d3A91b5E721Fa251E03bda2C9578E90f30f84,​0xe9519677e6ec8D2D6BFaB92A059529feA6075d37,​0x97deC872013f6B5fB443861090ad931542878126,​0x5392f73B013eA80b4c5eEc3ea229388809114537,​0x1aEC8F11A7E78dC22477e91Ed924Fab46e3A88Fd,​0x000000000025D4386F7FB58984CBe110AEe3A4c4,​0xf597691D349968e389A24e9F8594D164F99d7787,​0xc3037b2A1a9E9268025FF6d45Fe7095436446D52,​0x8a3960472B3D63894B68DF3f10F58F11828d6fd9,​0x4E73391AC524BE8F7C5aE1B9eE79C078d911B777,​0xE33C8e3A0d14a81F0dD7E174830089E82F65FC85,​0x728BbE9bbee3Af78Ad611315076621865950B344,​0x35700B77d4C13D195b3eeda583C01b6d077Ff3c4,​0x36691C4F426Eb8F42f150ebdE43069A31cB080AD,​0x3D71d79C224998E608d03C5Ec9B405E7a38505F0,​0xB038C7996493d4818A6Df1C9db2b3f835a7f14C5,​0xE86E006073Ab6f91f82941d1c79a966d8645BAf1,​0x000000000000006F6502B7F2bbaC8C30A3f67E9a,​0x78A55B9b3BBEffB36A43D9905F654d2769dC55e8,​0x64D5e8f964996F3A46F53352C8BDa1367767A285,​0x00000f2D00b7a76100366C0013C2000595eE0067,​0x000000003cab7700fdA0099d144EC6cFFB90dCb5,​0xc6E1DffF01ECfC22A0a79d366f80f0338645F50C,​0xD98C3B08221cA4D39Bd3050b48F21E79746e46eb,​0x13ECFEe59EAb5669d21C87C1e4eAC5d6F804Fc17,​0x88616Cf228FFb3fB8ba336592A79A53De53D05eF,​0x66408934ab87C3791fBbE3293dEe31c009F082CD,​0x9021C84f3900B610ab8625d26d739e3B7bFf86aB,​0x85C5c26DC2aF5546341Fc1988B9d178148b4838B,​0x693c188E40F760ecF00d2946ef45260b84FBc43e,​0x0Ecbe81AC03F65dC9c76B5584e3A4eD261c1676A,​0x48e68c7Fbeded45C16679E17cDb0454798D5e9B5,​0x674389aB7241F5187a4F4dACe71600fc686A48e7,​0xe4e8F73096301B0938B896a79521088633B85B75,​0x22F9dCF4647084d6C31b2765F6910cd85C178C18,​0x1b25Cd78c96e5d311D322D93f59fEA85d9E45d1B,​0x7ee8AB2a8d890c000acC87Bf6e22E2AD383E23CE,​0x663B4Cd739a1A0D6EEe393A22dD2A7C02d1322aC,​0x1f8A6d8185b76F5ac08f335610a2390DAb3225a8,​0x72b73799724B453f04082e2D782e8b5A8790c92A,​0x00000000553a85582988Aa8Ad43FB7Dda2466bc7,​0x5Be5b30A720093C9d1B1E6CF8441280a48a495F8,​0x226E0B4E0d26dfBBa1bFE0faAf329f56E62d85fA,​0xd47140F6Ab73f6d6B6675Fb1610Bb5E9B5d96FE5,​0x712E990ffB170BFe8C0de8B4f25918589a80bAbE,Other
1595002354000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.52,,,,,,,,,,,,,,,,,,
1595068938000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.43,,,,,,,,,,,,,,,,,,
1595135940000,,,,,,,,,,,,0.30,,,,,,,,,,,,,,,,,,,,,,,,,,0.50,,,,,,,,,,,,,,,,,,,0.69,,,,,,,,,,,,,,,,,,
1595202619000,,,,,,,,,,,,2.48,,,,,,,,,,,,,,,,,,,,,,,,,,2.34,,,,,,0.51,,,,,,,,,,,0.87,,0.50,,,,,,,,,,,,,,,,,,1.76
1595270294000,,,,,,,0.84,,,,,0.86,,,,,,,,,,,,0.39,,,,,,,,,,,,,,0.34,,,,,,,,1.10,,,,,,,,,,,1.17,,,,,,,,,,,,,,,,,,0.00
1595338300000,,,,,,,,,,,,1.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48,,,,,,,,,,,,,,,,0.06
1595405073000,,,,,,,0.73,,,,,0.90,,,,,,,,,,,,,,,,,,,,0.41,,,,,,,,,,,,0.50,,,,,0.88,,,,,,,,0.91,,,,,,,,,,,,,,,,,,0.51
1595471028000,,,,,,,1.10,,,,0.76,2.53,,,,,,,,,,,,,,,,,,,,,,,,,,0.34,,,,,,,,,,,,,,,,,0.97,,,,,,,,,,,,,,,,,,,,0.99
1595537940000,,,,,,,,,,,,0.30,,,,,,,,,,,,,,,,,,,,,,,,,,0.89,,,,,,,,,,,0.78,,,,,,,,,,0.48,,,,,,,,,,,,,,,,1.00
1595604570000,0.68,,,,,,,,,,,0.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,,0.91,,,,,,,,,,,,,,,,1.30
1595672114000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.82
1595738927000,,,,,,,,,,,,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32,,,,,,,,,,,,,,,,,,
1595805432000,,,,,,,1.88,,,,,1.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.33,,,,,,,,,,,,,,,,,,,,,,,,,,1.03
1595872747000,,,,,,,,,,,,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,0.53,,,,,,,,,,,0.92,,,,,,,,0.22,,,,,,,,,,,,,,,,,,0.22
1595939151000,,,,,,,,,,,,1.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04
1596006108000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22,,,,,,,,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.83
1596072129000,,,,,,,,,,,,0.47,,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35,,,,,,,,,,,,,,,,,,1.01
1596140024000,,,,,,,,,,,,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1596207016000,,,,,,,,,,,,0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09
1596273444000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41,,,,,,,,,,,,,,,,0.58
1596339947000,,,,,,,,,,,,0.94,,,,,0.62,,,,,,,,,,,,,,,,,,,,,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04
1596406368000,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.60
1596473308000,,,,,,,,,,,,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1596674074000,,,,,,,,,,,,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35,,,,,,,,,,,,,,,,0.41
1596740019000,,,,,,,,,,,,0.40,,,,,0.67,,,,,,,,,,,,,,,,,,,,,0.87,,,,,,,,,,,,,,,,,,,,,0.34,,,,,,,,,0.59,,,,,,,1.37
1596807570000,,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1596874169000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.10,,,,,,,0.68
1596940389000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.70,,,,,,,0.08
1597006979000,,,,,,,,,,,,,,,,,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.49,,,,,,,,,0.80,,,,,,,0.09
1597073639000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.39,,,,,,,
1597140607000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51,,,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1597207222000,,,,,,,,,,,,,,,,,0.93,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,0.83,,,,,,,,,1.92,,,,,,,0.20
1597273425000,18.43,,,,,,,1.63,,,,,,,1.28,,9.99,,,,,,,,,,,,,,,,,,,,,14.16,,,,,,4.06,0.87,,1.58,,,,,,,,,,,,2.35,,,,,,,,,1.13,,,,,,,2.23
1597340255000,1.78,,,,,,,1.98,,,,,,,,,4.64,,,,,,,,,,,,,,,,,,,,,3.08,,,,,,,,,,,,,,,,,,,,,0.89,,,,,,,,,0.65,,,,,,,1.45
1597406581000,0.81,,0.24,,,,,2.07,,,,,,,,,5.12,,,,,,,,,,,,,,,,,,,,,2.13,,,,,,,0.50,,,,,,,,,,,,,,2.93,,,,,,,,,1.33,,,,,,,0.00
1597472334000,5.79,,,,,,,0.20,,,,,,,,,0.86,,,,,,,,,,,,,,,,,,,,,1.22,,,,,,,,,,,,,,,,,,,,,0.66,,,,,,,,,1.06,,,,,,,0.18
1597539439000,,,,,,,,0.88,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.89,,,,,,,0.27
1597606146000,,,,,,,,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23
1597673119000,4.43,,,,,,,1.04,0.12,,,,,,,,17.01,,,,,,,,,,,,,,,,7.24,,0.73,,,2.84,,,,,,,0.27,,,,,,,,,,,,,,8.16,,,,,,,,,6.96,,,,,,,1.38
1597740778000,4.14,,,,,,,1.04,1.00,,,,,,,,13.23,,,,,,,,,,,0.55,,,,,1.36,,,,,6.19,0.10,,,,0.01,,0.25,,,,,,,,,,,,,,11.57,,,,,,,,,2.76,,,,,,,2.09
1597805915000,3.70,,,,,,,,,,,,,,,,1.23,,,,,,,1.06,,,,,,,,,,,,,,3.23,,,,,,,,,,,,,,,,,,,,,1.31,,,,,,,,,,,,,1.00,,,1.65
1597872975000,3.69,,,,,,,1.03,,,,,,,,,3.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.90,,,,,,,,,0.46,,,,,,,2.47
1597939059000,,,,,,,,2.25,,,,,,,,,1.37,,,,,,,,,,,,,,,,,,,,,0.53,,,,,,,,,,,,,,,,,,,,,1.34,,,,,,,,,0.62,,,,,,,0.06
1598005285000,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.57,,,,,,,,,0.76,,,,,,,
1598071853000,6.93,,,,,,,,,,,,,,,,8.97,,,,,,,,,,,,,,,,,,,,,1.38,,,,,,,,,,,,,,,,,,,,,3.01,,,,,,,,,0.81,,,,,,,
1598138530000,0.80,,,,,,,,,,,,,,,,2.50,,,,,,,,,,,,,,,,,,0.93,,,,,,,,,,,,2.00,,,,,,,,,,,,0.54,,,1.69,,,,,,0.18,,,,,,,0.14
1598204486000,,,,,,,,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.83
1598271030000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42,,,,,,,0.00
1598337535000,2.91,,,,,,,0.31,,,,,,,,,5.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.21,,,,,,,,,,,,,,,,2.18
1598404244000,0.80,,,,,,,0.55,,,,,,,,,,,,,,,,1.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.31,,,,,,,,,,,,,,,,
1598469678000,1.66,,,,,,,,,,,,,,,,1.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.79,,,,,,,0.50
1598536356000,1.63,,,,,,,,,,,,,,,,4.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.12,,,,,,,,,3.62,,,,,,,
1598602302000,,,,,,,,0.75,,,,,,,,,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.25,,,,0.49,,,0.03
1598668615000,15.64,,0.08,,,,,,,,,,,,,,4.12,,,,,,,,1.85,,2.98,,,,,,,,,,,,,,,,,,,,,1.65,,,,,,,,,,,7.80,,,,,,,,,,,,,,,,
1598734918000,0.75,,,,,,,0.51,,,,,,,,,0.82,,,,,,,,,,,,,,,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,1.96,,,,,,,,,,,,,,,,
1598801522000,,,,,,,,0.63,,,,,,,,,1.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.42,,,,,,,,,,,,4.02,,,,,,,,,0.62,,,,,,,0.10
1598867833000,5.22,,,,,,,1.69,,,,,,,,,1.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.15,,,,,,,,,0.42,,,,,,,0.90
1598932763000,,,,,,,,1.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.82,,,,,,,,,,,,,,,,0.26
1598998765000,,,,,,,,1.41,,,,,,,,,3.78,,,,,,,,,,5.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.09,,,,,,,0.44
1599065306000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1599197725000,6.53,,,,,,,,,,,,,,,,10.62,,,,,,,,,,1.32,,,,,,,,,,,,,3.03,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1599263811000,,,,,,,,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.53
1599395453000,0.84,,,,,,,,,,,,,,,,2.60,,,,,,,,,,,,,,,,,,,,,,,1.20,,,,,,,2.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.10
1599461746000,,,,,,,,,,,,,,,,,,,,,,,,1.19,,,,,,,,,,,,,,,,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1599528172000,0.85,,,,,,,,,,,,,,,,0.69,,,,,,,,,,,,,,,,,,,,,,,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1599594452000,,,,,,,,,,,,,,,,,0.73,,,,,,,,,,,,,,,,,,,,,,,,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1599661253000,0.70,,,,,,,0.63,,,,,,,,,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1599727959000,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1599793183000,8.32,,1.06,,,,,,,,,,,,,,11.62,,,,,,,,,,,,,,,,,,,,,,,7.05,1.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.84
1599859185000,1.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1599925296000,1.45,,,,,,,,,,,,,,,,1.32,,,,,,,,,,,,,,,,,,,,,,,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1599991924000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.79,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1600057881000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10
1600257235000,2.34,,,,,,,,,,,,,,,,1.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35
1600323285000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01
1600389220000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06
1600456406000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04
1600522839000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1600589122000,,,,,,,,,,,,,,,,,1.03,,,,,,,,,,,,,,,,,,,,,,,1.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05
1600654235000,1.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.96,0.16,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16
1600719844000,0.98,,,,,,,,,,,,,,,,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10
1600786926000,,,,,,,,,,,,,,,,,0.69,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78
1600852525000,,,,,,,,2.84,,,,,,,,,0.97,,,,,,,,,,,,,,,,,,,,,,,1.64,,,,,,,,1.11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1600920149000,0.82,,,,,,,,,,,,,,,,3.97,,,,,,,,,,,,,,,,,,,,,,,0.69,0.73,,,,,,2.75,,,,,,,,,,,,,,,,,,,2.43,,,,,,,,,0.31
1600986137000,3.48,,,,,,,,,,,,,,,,2.22,,,,,,,,,,,,,,,,,,,,,,,2.16,,,,,,,,,,,,,,,,,,,,,,,,,,1.59,,,,,,,,,0.03
1601053079000,,,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04,,,,,,,,,0.01
1601120014000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601187908000,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38
1601255204000,0.78,,,,,,,,,,,,,,,,0.61,,,,,,,,,,,,,,,,,,,,,,0.05,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13
1601323528000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00
1601390741000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03
1601459154000,3.40,,,,,,,,,,,,,,,,1.60,,,,,,,,,,,,,,,,,,,,,,,4.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601525869000,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.67,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16
1601592730000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601660827000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.58,1.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601728631000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00
1601796104000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.52,,,,,,1.00,,,,,,,,,,,,,,,1.02,,,,,,,,,,,,,
1601863935000,,,,,,,,,,,,,,,,,0.85,,,,,,,,,,,,,,,,,,,,,,,0.90,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,,,,,,,,,
1601931072000,,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601998104000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1602065856000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1602133843000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33,,,,,,,,1.37,,,,,,,1.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14
1602202095000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1602270387000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02
1602337276000,0.73,,,,,,,,,,,,,,,,7.40,,,,,,,,,,,,,,,1.90,,,1.33,,0.55,,,8.16,0.77,,,,,,1.50,2.33,,,,,,,,,,,,,,,,,,1.03,,,,,,,,,1.45
1602403481000,,,,,,,,,,,,,,,,,1.81,,,,,,,,,,,,,,,,,,,,,,,4.29,0.40,,,,,,2.98,,,,,,,,,,,,,,,,,,,1.43,,,,,,,,,0.49
1602469107000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.05,,,,,,,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88
1602535471000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.88,,,,,,,2.50,,,,,,,,,,,,,,,,,,,2.77,,,,2.21,,,,,0.40
1602601229000,,,,,,,,,,,,,,,,,0.45,,,,,,,,,,,,,,,,,,,,,,,3.06,0.35,,,,,,1.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.70
1602667579000,,,,,,,,,,,,,,,,,0.89,,,,,,,,,,,,,,,,,,,,,,,2.23,0.78,,0.10,,0.09,,2.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41
1602732764000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19,,,,,,,,1.98,0.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.30
1602799114000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.82,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1602865569000,,,,,,,,,,,,,,,,,0.46,,,,,,,,,,,,,,,,,,,,,,,0.46,1.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.58
1602931980000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.26,,,,,,,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1602998570000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32,,,,,,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.83
1603065231000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78,,,,,,,0.75,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,0.71
1603130753000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1603196826000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,1.33,,,,,,,,,
1603263141000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25
1603329593000,,,,,,,,,,,,,,,,,0.39,,,,,,,,,,,,,,,,,,,,,,,0.67,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1603395740000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97,,,,,,,,,,,,,,,,,,,,,,,,,,0.84,,,,,,,,,0.01
1603462512000,,,,,,,,,,,3.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.37,,,4.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03
1603594450000,,,,,,,,,,,,,,,,0.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1603661160000,,,,,,,,,,,,,,,,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06
1603728251000,,,,,,,,,,,,,,,,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1603793902000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06
1603860005000,,,,,,,,,,,,,,,,1.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27
