timestamp,​0xa1B15C25e3B594FBE791233488aA7607420Cf9E8,​0xe3C64C12aadE620973a6e157eDEAc7d0dcd157e4,​0xA8Cc687E981e9cB29E5BAEf75062A39430C8D334,​0xe981E60f1C6B3BFcf83139A21f84dEbd471cc55B,​0xC2b977Be48d23F5fE810d94F03fBCD1FBCD9f1Ed,​0xBAc675C310721717Cd4A37F6cbeA1F081b1C2a07,​0xbbC448eD7Dd2F9234a4221CE8279889d93902DE2,​0x72200574ce62Be6b9a3C36a0d63aA9F07102b4AF,​0x85b34DaF22e6c84733FC10051d0c8b9E7A0caB45,​0xE227CDb4F2DBb8624c0e5EB562Bb7EB60157Af77,​0x397d34604F2b2227F4fb0bFEC2e48D4E85C5aA67,​0x63DF7d9D7795883d56cA290f94aba8a6AA4F6f22,​0x8e4Fb9Bb9dc27CFd7f4396aA669e21B1A0b54705,​0x8F5aAfdE2f96238e88403a9aF533F7D0440309f4,​0xc59d941D3493fe196F048fCA96C2503d4c365391,​0x4F532e0ae9954A85E5396F3E8d1876556317bFBA,​0xdE62947329085292a28EC4B694f637ea259dAAD0,​0xa96dbFd3Ef810dd8D13c330a3881E7e9C2aEb6dd,​0x7DD3e1c555f15bDA63c77C19D721382000c67106,​0x70B8753DFC2095d6Df00806cD820c5c73CcB44f7,​0xe45B587f0a351188225EfBc96295CA718fEb8bA1,​0x398da2455431a5de959b25aeF85BAdcA5e394313,​0x00a183fdBEBcE39cc1065b14B1015Cea3B40b651,​0x82da82DBe384736e4Dd95615D8036Cc472773F5A,​0xb146907392eD12031F7715B0376833E3f7C5b98c,​0xda521f6DE82BbC4B99978AE778088763C48A6aCa,​0x006004fFA18E3cf78fA3b50393ec44C1ab89cF6c,​0xF44B52C11b1c800722E8fDF4aa7F3076339E73c4,​0xbC5DAe1121b8A600927e087ADfdA96565d4A4B35,​0x22F347150369B91A5B071CDde6AB5c4Ac76F4632,​0x107B8C8a12f24f6bfec6aB480B4C843291e1575e,​0x82D5CBe057F17BF58c728829C7AEd242Fe5B4623,​0x3f3981046071A639EfAd5752F8312E7E0Ef00838,​0x421E56cA6E4B03350188CEc58d053B427245665d,​0x00CeD7a739e418008eEaeA4b566F022A58033d87,​0x395d48020EF5e29168706e16258db6c6c4D7d317,​0xdA56a88175D4c8707C51DF845f838cF3fE070870,​0x85C5c26DC2aF5546341Fc1988B9d178148b4838B,​0xB958a8f59AC6145851729F73c7A6968311d8B633,​0x297E625054F2bB2413D955435b390542fD60Cca8,​0x288025c2f4edBa0F4C52F7d1Ad7B24337f702b11,​0xffE865dCD9588683a4E0b2322441e71407DA3f18,​0x42869A8455671C419BdCD1905f4966E6D305f216,​0xB9A8dEae8115C7d7B8AED2CE4610C54e023E964F,​0xef764BAC8a438E7E498c2E5fcCf0f174c3E3F8dB,​0x4d15d199772fFB191E8DDF13437Ce05e0035DF1A,​0x2fcC020F72E5d2EdD2a24D04f3Dc90D7fDFbD1DD,​0xA2345C7DB212Ab9c478B1C206fB9b14C0E7c11C7,​0x978aAD63FE35F7A72573c411C3dfF53608AaeaC9,​0x7Fcf6fB4Df8b6728490927ac19693aCBB417D528,​0x09cabEC1eAd1c0Ba254B09efb3EE13841712bE14,​0x3a68541b411C7feE1328347250AE12f41bDf5021,​0x64aBC5b10C77d93BE5038E7b4965D2F0D8279127,​0x0DC411b17d337Af85D83eA5A3577D09132Aae866,​0x0c7800054E62d473B3bF7ed185BE55Ebd87b3d24,​0x51940F5F8eB0bf150eDD0Bc00067d8DAbDB16BD6,​0x8E949B62a177452f5B327B539eAA63802a3ab6A4,​0x0f16a8557df61daCf3C6Be21a41a72D2a848B854,​0x745DAA146934B27e3f0b6bff1a6e36b9B90fb131,​0x26E068650ae54b6c1b149e1B926634b07e137b9F,​0x6Bce8F3E4A929a7f817E07d125De53E881154c25,​0x787b4b7FFEf8edDaD54F311039aCF4c36FEC9593,​0x07C9CeEee50cFc50f4283e8F0b18a207C2bc4A0d,​0xaBa7616b43F7EC88a603b0e2e46C4639206CF297,​0x5c5b40855fc364b797c1F539F7Eb39cDC94a8a91,​0x2Ad77B6ee8CfBfA52c0cc6EF9D04FC2Ab9D06C12,​0xF63246f4dF508EBa748DF25DAA8bd96816a668Ba,​0x0ef936F2FC7E140E84872dD83f7A969ABEE64db8,​0x4ef2Ab73EF2214EBeba6f087A8DcF89731504301,​0x630db35A7Dfcf53a56551aFC86281959525A1f04,​0xe810f906b25Fb4C1b0821Bfe6d61F31Ba6879d32,​0x8A0AF4A60AB015A2489C9E512F66cFA22CC89951,​0x6d1b731Ce6e88bd41b22BaB615860C2b67b6C877,​0x4dA2e85D64bEcE663CCaB06E89B970b6b077f22F,​0x133D93566f9699B3Af46fE150daA8a67a9563ED6,​0x97deC872013f6B5fB443861090ad931542878126,​0x2a1530C4C41db0B0b2bB646CB5Eb1A67b7158667,​0x268e4bb7A9E0CDE4BFc2d840ADE104c55025627D,​0x074976a8D5F07dA5DADa1Eb248AD369a764bB373,​0xc64D280cb3d9D7ef4533539Abef48C5e0fCd3A01,​0xe1723E41058cb01859E9826022a390DC68a9AB71,​0xd6e371526cdaeE04cd8AF225D42e37Bc14688D9E,​0xB3d8aB962cbA81b923d9F4dCb56864e1D0E20a4E,​0xa568785f84ca6ea2b41d271dCC614B9c0bC61Ffd,​0x06eCac531640502F253a6Ea6C470c7De1B51E32C,​0xBA333F8ff556bF35D38E102a98dAF1c5F6d9D708,​0x8bCE57b7B84218397FFB6ceFaE99F4792Ee8161d,​0xDBfCa6b7fF1a2c5F7ddEbDb06572F5E402B2CC80,​0x542032e0d1e4e9Ef26480f1B97D8b962Ec5BeB04,​0x470B9a1CA1f44a472b146db3c08EC738F5239524,​0xd1D4C33e18181a131239F4235B5c356A2b4747F8,​0x99ef7D7AB77Ba043d036eB8D039c76978b78CA80,​0x21d84C39BA00dFa4470d5E8F6F80fB72A4D1Ba40,​0x058E81d2193fB3200f2740d0395F8561cB89e009,​0x9BA6F2851c8Afe6be654fbd4C3dC7e9E64cfFE53,​0xe1c58E66FfB39A99cCCB97c05Af60E6Ab5A7dFd3,​0xDEf2825451D74faE9bbD675096a8E145e82F0ff5,​0x0087C5900B9Bbc051B5F6299f5bCE92383273B28,​0x0A7EAEE9d588C0af4eAC758c3bd6b1E69e4d8f3B,​0xDE04086bABf2E92F9fae4153894756a393A89cfD,​0xA250621c41A4A81F1852977049C943B49C6BaaBD,​0xF625BB4BE421261De6371879e91b2242c98F912C,​0xBDd74e67f0f5729b3eAD8e9C231e739A281fa153,​0x05DF130ED6611BeF407be37ACe7E669E260Dc0A8,​0x000000001e29fcd9B1469a7954DC65ff254FFfC0,​0x54bc3fE4E8C377246aCd5b4c25705c1b4324e859,​0x9927A3BF777Fc74d7879319e46C51681DABa4bf3,​0x31fA3643F5CEF78C1790d494d7E3F2a59E2ad0c4,​0x46188f0bB4928E3d851Ec8E70CFEd58f17C7D2C8,​0x50af627e6b8Fc889B0Ffd8812198E87c78330557,​0x4c7256CF27A29992a752BD710a859F6542D63546,​0x1b25Cd78c96e5d311D322D93f59fEA85d9E45d1B,​0xe8EfCF0ff27e9D2150598273716914096d22c246,​0xb9bc87e399E371100F83ffC51ED44c13DAF576cE,​0xdb0FA209f856c8798F1adb6f1554639c28248577,​0xDA9e4c69AFE23b689eba329CE6abd49Cb574A290,Other
1554867921000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.64,,,0.04,,,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.58,,,,,,,,,,,,,,,1.00,,,,,,,,8.07,,,8.24,,,,,,,5.70,,,,0.43
1554934968000,,,,,,,,,,,,,,,,,,,,,,,0.96,,,,,,,,,,,,,,,,,,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,,,,,4.24,,,4.27,,,,,,,,,,,1.95
1555002718000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.01,,0.08,,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.52,,,,,,,,,,,,,,,1.00,,,,,,,,2.14,,,2.18,,,,7.17,,,,,,,0.41
1555070200000,,,,,,5.73,,,,,,,,,,0.10,,,,,,,2.05,,,8.74,,,,,,,,,,,,1.68,4.77,,,,3.00,,,,,,,,,,,,,,,,,2.77,,,,,,,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,,,,,,8.79,,,8.86,,,,10.92,,,,,,,
1555136518000,,,,,,,,,,,,,,,,,,,,,,,2.00,,,,,,,,,,,,,,,0.19,3.94,,,,2.00,,,,,,,,,,,,,,,,,4.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,,,,,,,,6.32,,,6.44,,,,,,,,,,,1.25
1555203091000,,,,,,,,,,,,,,,,,,,,,,,4.30,,,,,,,,,,,,,,,0.32,13.25,,0.07,,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.61,,,,,,,0.06
1555270669000,,,,,,,,,,,,,,,,,,,,,,,6.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48,,,,,,,0.27
1555337473000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.78
1555405471000,,,,,,7.84,,,,,,,,,,,,,,,,,4.30,,,,,,,,,,,,,,,0.13,17.40,,0.11,,,,,,,6.42,,,,,,,,,,,,,,,,,,,,11.13,,,,,,,,,,,,,,,2.34,,,,,,,,,,,,,,,,,,,,,,,,,,,1.21,,,,,,,3.20
1555472795000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,,,,,,,12.93,,,,,,,,,,,,1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,,,,,,2.00,,,3.00,,,,,,15.55,,,,,,,0.57
1555539993000,,,,,,,,,,,,,,,,,,,,,,,3.53,,,,,,,,,,,,,,,,2.00,,,,,,,,,17.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.60,,,,,,,,,,,,,,,10.31,,,,,,,
1555608237000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,,,,,,,,,8.10,,,,,,1.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.00,,,,,,,,,3.00,,,,,,6.08,,,,,,,0.10
1555674728000,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,0.06,,,,,,,,,,4.44,,,,,,2.71,,,,,,,,,,,,,,,,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.50,,,,,,,0.27
1555741612000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.58,,,,,,,,,,2.04,,,,,,,,,,,,,,,,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38
1555809867000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.82,,,,9.15,,,,,4.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31
1555876621000,,,,,,6.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.00,,,,,,,0.32
1555943613000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.02,,,,4.00,,,,,17.00,,,0.25,,,,,,,,,,,,,,,,,,,,,1.72,,,,,,,,,,,2.31,,,,,,,,,,,,2.00,,,,,,,,,,,,,,,,,,,,,,
1556011928000,,,,,,,,,,,,,,,,,,,,,,,2.02,,,,,,,,,,,,,,,0.08,,,0.13,,3.00,1.10,,,,19.75,,,,,,,,,,,,,,,,,,,3.80,,,,,5.74,,,,,,,,,,,,,,,,,,,,,,,2.00,,,,,,,,,,,,,,,0.65,,,11.00,,,,3.43
1556079702000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.17,,,,,,,,,,10.95,,,,,,,,,,,,,,,,,,,4.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.03
1556147660000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.43,,,,,,,,,,,,,,,,,21.51,,,,,,,,,,,,,,,,,,,7.67,,,,,1.36,,,,,,,,,,,,,,,,,,,,,,,5.00,,,,,,,,,,,,,,,,,,,,,,0.98
1556214175000,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,1.04,,,,,2.00,,,,,35.46,,,,,,1.21,,,,,,,,,,,,,9.02,,,,,,,,,,,,,,,,,,,,0.50,,,,,,,,4.00,,,,,,,,,,,,,,,,,,,,,,0.00
1556281668000,,,,,,,,,,,,,,,,,,,,,,,0.93,,,,,,,,,,,,,,,,,,,,,,,,,10.69,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,,,,,,,,,,,,,,,,,,,,,,0.39
1556348416000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.36,,,0.20,,,,,,,16.30,,,,,,2.46,,,,,,,,,,,,,,,,,,,,,,,,,,11.22,,,,,,,0.44,,,,,,,,17.00,,,,,,,,,,,,,,,,,,,,,,2.80
1556415030000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.12,4.01,,,,,,,,,5.42,,,,,,2.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,,,,,,,,,,,,,,,,,,,,,,3.71
1556482542000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,,,,,,3.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,,,,,,,,,,,,,,,,,,,,0.05
1556549842000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.32,,,,2.15,,,,,,,,,,,1.54,,,,,,,,,,,,,,,,,,,,,,,,,,6.22,,,,,,,,,,,,,,,2.00,,,,,,,,,,,,,,,,,,,,,,0.26
1556616633000,,,,,,,,5.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.40,,,,,2.00,,0.04,,,66.48,,,,,,22.39,,,,,,,,,,,,,,,,,56.33,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,6.72,,,,,,,4.64
1556684172000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.04,,,,3.10,,,,,5.97,,,,,,3.25,,,,,,,,1.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.70
1556750704000,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,,,,,,,,,,,,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,0.86
1556818035000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10,,,,,,,,,,18.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,,,,,,3.00,1.56,,,,,,,,,,,,2.02
1556885912000,,,,,,,,,,34.84,,,,,,,,,,,,,3.10,,,,,,,,0.82,,,,,,,0.44,5.50,,,,,,,,,21.91,,,,6.00,,7.80,,,,,,4.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.00,,,,,,,,,,1.14,,,,,0.27,,,,,13.95,,3.08
1556953014000,,,,,,,,,,,,,,,,,,,,,,,3.52,,,,,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.39,,,,,,,,,,,,0.11
1557019302000,,,,,,,,,,,,,,,,,,,66.90,,,,12.91,,,,5.15,,,,,,,,,,,1.04,7.60,,0.24,,,,0.60,,,18.10,,,,,,2.38,,,,,,9.00,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.80,,,,,,16.00,,,,0.51,,,,,14.00,,,,,,,1.38
1557087154000,,,,,,,,,,,,,,,,,,,31.10,,,,2.10,,,,0.31,4.00,,,,,,,,,,,,,0.06,,,,,,,22.56,,,,,,1.20,,,,,,10.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.46,,,,,,,11.00
1557155617000,,,,,,6.02,,,,,,,,,,,,,18.48,,,,3.01,,,,,,,,,,,,,0.23,,,,,,,,,,,,15.09,,,,,,,,,,,,9.74,,,,,,,,,,,2.51,,,,,,,,,,,,,,,,,,,,,,,,10.00,,,,,,,,,,,,,,,1.80,,,,,,,
1557223295000,,,,,,,,11.03,,,,,,,,,,,68.80,,,,8.60,,,,,2.00,,,22.93,,,,,,,,2.40,,0.07,,,,,,,21.48,,,,1.80,,4.80,,,,,,18.11,,,,,,,,,,,,,,,,,,,,,,,0.83,,,,,,,,,,,,5.00,,,,,,,,,6.00,,,,,,7.03,,,,,,,2.16
1557291012000,,,,,,,,5.02,,,,,,,,,,,20.18,,,,0.61,,,,0.64,,,,3.85,,,,,,,3.00,13.40,,,,4.00,,,,,5.50,,,,3.01,,0.36,,,,,,,,,,,,,,2.70,,,,,,,,,,,,,,,1.90,,,,,,,,,,,,9.00,,,,,,,,,,0.06,,,,,0.82,,,,,,,0.16
1557358549000,,,,,,,,1.00,,,,,,,,,,,54.43,,,,5.98,,,,1.24,,,,0.07,,,,,,,11.36,10.81,,,,1.20,,,,,3.61,,,,7.35,,6.60,,,,,,3.20,,,,,,,2.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.00,,,,,,,,,,5.49,,,,,4.65,,,,,,,2.75
1557426851000,,,,,,,,1.00,,,,,,,,,,,33.40,,,,,,,,2.98,1.00,,,0.53,,,,,,,0.24,8.04,,,,4.00,,,,,16.31,,,,1.80,,1.32,,,,,,6.06,,,,,,,,,,,,,,,,,,,,,,,0.03,,,,,,,,,,,,1.90,,,,,,,,,,0.74,,,,,2.00,,,,,,,5.60
1557494292000,,,,,,,,1.00,,,,,,,,,,,59.35,,,,4.89,,,,,1.00,,,0.98,,,,,,,1.15,30.54,,,,6.00,0.26,,,,51.38,,,0.01,,,7.84,,,,,,2.60,,,,,,,24.95,,,,,1.00,,,,,,,,,,,0.05,,,,,,,,,,,,10.00,,,,,,,,,,0.46,,,,,1.00,,,,,,,3.98
1557561044000,,,,10.00,,,,,,,,,,,,,,,53.92,,,,5.48,,,,,2.00,,,,,,,,,,0.10,9.01,,,,1.00,0.66,,,,67.37,,,,,,1.10,,,,,,8.90,,1.15,,,,,12.00,8.43,,,,,,,,,,,,,,,2.35,,,,,,,,,,,,8.00,,,,,,,,,,0.01,,,,,,,,,0.42,,,7.04
1557628854000,,,,10.00,,8.57,,,,,,,,,,,,,,,,,,,,4.56,,3.00,,,,,,,,,,,6.74,,,,1.00,,,,,15.84,,,,,,,,,,,,4.06,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.29,,,,,10.00,,1.59
1557695794000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.54,,,,,,,,,,,,,,,,,,,,,4.62,,,,,,,,,,,,1.48,,,,,,,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,0.99
1557763956000,,,,,,,,3.01,,,,,,,,0.30,,,,,,,,,,,,,,,,,,,,,,,4.50,,,,1.00,,,,,4.68,,,,,,,,,,,,0.74,,,,,,,0.61,2.56,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,,,,,,,,,,,,,,,,,,,,,,
1557830231000,,,,10.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.00,,,,,,,,2.03,10.80,,,0.39,,,,,,,,,1.86,,,,,,,4.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,,,,,,,,,,,,,,,,,,4.75,0.48,,,2.00
1557897304000,,,,,,,,9.23,,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,0.16,,,,,0.24,,,,,,10.37,9.56,,,0.01,,,,,,,,,1.61,,,,,,,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.76,,,,,0.88,,,,,,,0.87
1557964138000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.01,9.69,,,,,,,,,,,,12.42,,,,,,,,,,,,,9.38,,,,,,,,,,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,1.97,,,,,,,0.73
1558032652000,,,,1.00,,,,2.01,,,,,,,,,,,19.08,,,,1.00,,,,,,,,,,,,,,,,4.57,,0.09,,3.00,0.24,,,4.89,4.71,,,,,,1.51,,,,,,4.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.02
1558099488000,,,,10.00,,,,,,,,,,,,,,,16.44,,,,8.83,,,,,,,,,,,,,,,0.60,14.56,,0.19,,2.00,0.42,,,,,,,11.61,,,1.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.00,,,,,,,,,5.00,2.21,,,,,,,,,,28.01,,5.32
1558166754000,,,,,,,,,,,,,,,,,,,4.96,,,,11.30,,,,,,,,,,,,,,,,,,,,,,,,2.71,20.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.82,,,3.97
1558234852000,,,,,,,,,,,,,,,,,,,9.91,,,,,,,,,,,,,,,,,,,,,,0.04,,,0.74,,,,6.77,,,,,,,,,,,,1.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,,,,,,,,,5.00,0.39,,,,,,,,,,,,3.57
1558301987000,,,,,,,,,,,,,,,,,,,,,,,3.64,,,,,,,,,,,,,0.40,,,3.89,,0.04,,,0.66,,,,,,,,,,0.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.70,,,6.94
1558370897000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.30
1558438516000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.50,,,,,,,,,,,,,,,,,,,,,,,,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1558506088000,,,,,,,,,,,,,,,,0.10,,,15.14,,,,4.00,,18.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,,,,,,,,,,,,,,,,,,,,,,0.10
1558573856000,,,,,,,,,,,,,,,,,,,9.56,,,,1.99,,4.02,,,,,,,,,,,,,,3.95,,0.05,,2.00,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.00,,,,,,,,,,,,,,,,,,,,,,3.32
1558641898000,,,,6.00,,,,1.00,,,,,,,,,,,23.34,,,,,,15.18,,,,,,,,,,,,,0.53,6.44,,,,6.00,,,,,,,,,,,,,,,,,7.09,,,,,,,,,,,,,,,,,,,,,,,,,4.32,,,,,,,,,,2.00,,,,,,,,,,,,,,,,,,,,,,5.82
1558709678000,,,,,,,,,,,,,,,,,,,,,,,,,4.37,,,,,,,,,,,,,,4.01,,0.14,,2.00,,,,,,,,,,,5.62,,,,,,4.46,,,,,,,3.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,,,,,,,,,,,,,,,,,,,,15.00,,0.04
1558776750000,,,,,,,,4.01,,,,,,,,,,,,,,,1.00,,10.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,,,,,,,,,,,,,,,,,,,,,,0.53
1558842948000,,,,,,,,,,,,,,,,,,,,,,,2.27,,2.64,,,,,15.57,,,,,,,,,,,0.05,,,0.48,,,,,,,,,,5.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,,,,,,,,,,,,,2.59,,,,,,,,,0.51
1558910067000,,,,,,,,1.00,,,,,,,,0.10,,,,,,,1.39,,,,,,,2.25,,,,,,,,,7.75,,0.04,,,1.39,,,,,,,2.48,,,0.68,,,,,,,,,,,,,7.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.05
1558977860000,,,,,,,,1.00,,,,,,,,0.10,,,,,,,1.00,,1.23,,,,,,,,,,,,,,,,,,11.30,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.22,,,,,,,,,0.04
1559045953000,,,,,,,,1.00,,,,,,,,1.50,,,,,,,,,2.01,,,,,,,,,,,,,,3.96,,0.04,,2.50,,,,,,,,,,,,,,,,,,,,,,,,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.94,,,,,,,,,4.30
1559112912000,,,,,,,,1.00,,,,,,,,0.10,,,,,,,,,2.03,,,,,,,,,,,,,,6.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.99,,,,,,,,,5.77
1559179166000,,,,,,,,1.00,,,,,,,,0.10,,,,,,,1.00,,1.85,,,,,,,,,,,,,,,,0.12,,,,,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.83,,,,,,2.60,,,0.55
1559247339000,,,,,,,,3.01,,,,,,,,,,,,,,,2.02,,,,,,,,,,,,,,,,3.01,,,,1.30,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.83,,,0.57
1559315112000,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,0.28,12.33,,,,10.00,,,,,,,,,,,,,,,,,0.83,,,,,,,3.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1559382148000,,,,,,,2.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1559449529000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.12,,,,,,,,,,,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.08
