timestamp,​0x4dF3f167387f93fDc927A6e6d709F166b2Ee279B,​0xF1Ad4BFDF8829d55eC0Ce7900EF9d122B2610673,​0x91AAdE8eb213137319d50c4A146413E63035ED4D,​0xE33C8e3A0d14a81F0dD7E174830089E82F65FC85,​0xAecdA292d7a976746E1660650724fB932d4BB35E,​0x67e5ab5b573F01030a1076dDA7A79Ef0f31A1bFa,​0xb6B6246bcd96399787511C69c1cDf1bD5E95e9Fa,​0x7fa4d86BEC46CEA223FaA7b351C925b2916489AB,​0xcd8eAdaEeFEF462684d42241f9173E3321991D2c,​0xbe63619e50B7707388aF43665D61a6A40C71413C,​0x0998160bdF3Ff6D86A4E9D5c31e0eFC3Ca7e7D01,​0xD98C3B08221cA4D39Bd3050b48F21E79746e46eb,​0xE9C2EEa0cC009Abc4eC3d8e48E878EBf5730755d,​0x22F5C5E66DF3743D99b10d308D112dE4cf9928d7,​0x860bd2dba9Cd475A61E6d1b45e16c365F6D78F66,​0x17793899e36f340638F252A3119d5E41996C9165,​0x40A7cb7052C274Cc2E568c324B4c5D94383bec4f,​0x5d9a7cCEACE24b366Fe2A77697D9887Cf641E050,​0x2870fa7c3C615f324151a88B10f0e1455Ee292D8,​0xc57c71F8667CD339e19389C47f3C047b4F8C65e7,​0x1f8A6d8185b76F5ac08f335610a2390DAb3225a8,​0x765AD3Ff78415831d9c69dEE1Cd5D56d09736aDc,​0x2cc3267a8CcBbEcbe18799182566a6B1c3b1daEe,​0xbEa041076c5f9005Ec9fD02E6eD36B632c1F7fdA,​0x712E990ffB170BFe8C0de8B4f25918589a80bAbE,​0x4243062A46d809B3f4206407ed77364299D60486,​0xc5304ad14Dc9C4178caAc6D8167EC9ad7Af3D405,​0x000000000000deab340F067535869a0e5226E58a,​0xc3037b2A1a9E9268025FF6d45Fe7095436446D52,​0x95328D98630779834f3e46f78F900042bC2bDD15,​0x5aB9d116a53EF41063E3EaE26A7eBe736720E9bA,​0x22814A103Eb176646f5eD0c22c37976734803121,​0xe3531462044F9d6C1A740936e881188df03DD0e1,​0x5Ea7BdEe2aBA827cAA9DEEaa99034B0fCcBF7deD,​0x8a3960472B3D63894B68DF3f10F58F11828d6fd9,​0xEb5d3A91b5E721Fa251E03bda2C9578E90f30f84,​0x000000000000006F6502B7F2bbaC8C30A3f67E9a,​0x09e3B36DbDc641d73c38656605538C4B666dB82B,​0x693c188E40F760ecF00d2946ef45260b84FBc43e,​0x9fAC78698F0a7e0e0582fbA9b1e59D65BDdfb439,​0x68C70d41B193A4a86e56E9020aa4C910E4aBBAf3,​0x00000000B1786c9698C160D78232c78d6f6474Fe,​0x0902CeF863Ed1F6a3709E7b1CBef93B6819415bf,​0x9096410692868EA33F77Ff1Ca3Ae3d9948FAf82C,​0x10af3896da98442DC4668d12b7F9dd944fbEC675,​0x78A55B9b3BBEffB36A43D9905F654d2769dC55e8,​0x7263198C709A456CfDB9d968c9EC56dfb111E5B2,​0x728BbE9bbee3Af78Ad611315076621865950B344,​0xEcE71f288be2920e87B7e39CAfede463CE35884E,​0x0000000000007F150Bd6f54c40A34d7C3d5e9f56,​0x676295A5B8B9643be3A78DE1882a0C5B60cD2604,​0xcd270Ea8fF7905aeB0B89a840C9e6beb5a034476,​0xb0AC3A4b6762Ee388E65F5B005CCDD36867D20C6,​0x5E3C66fD2375141Ca6409400Ec574b37a7f43cb8,​0x61395870B11d665d35851305f5767dA9a7D7a709,​0x3D71d79C224998E608d03C5Ec9B405E7a38505F0,​0x61fd9853f4Fbf3598cA538F9C6E02834F7CbBB97,​0xf443253607Dbde5bdA77C358c9b9f244D819E25C,​0x5392f73B013eA80b4c5eEc3ea229388809114537,​0x2B3ED1D32590dce372CE57f186c2c9EEF283685d,​0x0bEd86077447f74EcDCE769a2FfBAE924f2d4dA9,​0x710f31Fa40aA1EeBF106a2A72f7daa3622ec7dD6,​0x274a09bC8783274d3df1EA458DF8fC3D6f66A496,​0x9B1E347E7ce83caF0e64EcE41D2A4ab7F78585D7,​0x5Be5b30A720093C9d1B1E6CF8441280a48a495F8,​0x81EbA9C6dE7FCc54a10dfFFa25B8b5eCb698F5aB,​0x762ed657B76372F8C08C6f7E0Aa4170658C4CA35,​0x41A61B5006844cD2a73846851f43509EA1260af6,​0xB958a8f59AC6145851729F73c7A6968311d8B633,​0xFcd12c9D27560a122048a43315B54872bCD59603,​0x178cADDafD2B81ddc61581d7DAD5d2bBbd43c59C,​0xF6FB09a41fa6C18cEbC1e7C6F75A8664D69e4d48,​0x6f75D206917F89059531Da3110D444C630C51306,​0xbc565C6EF2b613F0eA4B8BC032Ef9333a58E429c,​0x4026064CAbA17596670D1655C771124C309494fB,​0xF8341bf53e42DAc7b3E3516E0c6ef6003646DD6D,​0x86A2963a1d19A67F46Ce1c1bCA79Cca3e7878Ac8,​0x95993e2Fb6F0660EBAD6AE51E82C9CAce36D1648,​0x7ee8AB2a8d890c000acC87Bf6e22E2AD383E23CE,​0x97deC872013f6B5fB443861090ad931542878126,​0xCad586cAB9F6Fcebd855Be47f0754738D462840e,​0x0f16a8557df61daCf3C6Be21a41a72D2a848B854,​0xF92C1ad75005E6436B4EE84e88cB23Ed8A290988,​0x18eFbF7d2D8FFAB1F28D10f6dD0E961782d5B074,​0xe9519677e6ec8D2D6BFaB92A059529feA6075d37,​0x9021C84f3900B610ab8625d26d739e3B7bFf86aB,​0xdA56a88175D4c8707C51DF845f838cF3fE070870,​0xE7D4d4Ae5a8B90027b93C5131711f9E5650d484b,​0x72b73799724B453f04082e2D782e8b5A8790c92A,​0x5c5b40855fc364b797c1F539F7Eb39cDC94a8a91,​0x7B2eF92fDecdf4a156365EB78c9E92b44588Fe84,​0x93e72c268b084344831F705038331b56f1B97f44,​0x53e5b0867a89683055D0219936EdaF8296d39F94,​0xe069CB01D06bA617bCDf789bf2ff0D5E5ca20C71,​0xE929bCd423ccdCe094ed5a4F2AB092070655f0e2,​0x0e1BB3A0B7a8cCb368638AeAb5E78263Ed02FDD7,​0xf8fFF4959B9cDEaEB0FF03199D7e51cB438e92C6,​0x5F02FF196a4F465941601D3BE7D8d5A4F99B2D72,​0x3f90D918cA30189B2ba79f915571d60a5E07F20b,​0xF8e46Aa6fDAd4D363CCAA6EAaE33FE643d98c3fa,​0x3C75246858329984A67CA73cFc3DF35A8D8b70a1,​0x00000000000017C75025D397B91D284bbE8fc7f2,​0xCD5B3c0C384266EB664F571b44Cd4A10d66A399b,​0xd7680084e582ac04fB0243A489d2F709DBAeEf06,​0x000000000025D4386F7FB58984CBe110AEe3A4c4,​0x045eb6cbc24c8c56B443AE054722d50240D80f4A,​0x5323d744aB62b94AF4df81c05830452a57e89ce9,​0xaB5fFdCBE8ae4C0c305AA5017f06141974cAe591,​0x8018280076d7fA2cAa1147e441352E8a89e1DDbe,​0x92f884B7dbC58655174c49C27d3F7f7aaB946fb2,​0x86B56FeAa7C851b666562B28f9ec4d502A8D4DC1,​0x52a03D5d2BB8a30585dFc59904C799B27a03A56e,​0xd47140F6Ab73f6d6B6675Fb1610Bb5E9B5d96FE5,​0x11111254369792b2Ca5d084aB5eEA397cA8fa48B,​0x9697E724610505474936ec1382Edceb5AA52F295,​0x96569F124F6a3B62093C7115F14f8005705bA48a,​0xe52cF5dF025345c4feE78C34daCE21103c3BeD25,​0x5100276Ff4561D05A502527De00e9515129e3cfE,​0x7B6E5278a14d5318571d65aceD036d09c998C707,​0x2a40B88387340883ddEd742457Be0187405Aa08A,​0xE6C486eb5f5cC2C64b53AB6c3942986D648C9b89,​0x00000f2D00b7a76100366C0013C2000595eE0067,​0x0000000000000Eb4ec62758aaE93400B3E5f7f18,​0x219d1Df195C20545d3af88256c2CA4aAe8A940D3,​0x2a1530C4C41db0B0b2bB646CB5Eb1A67b7158667,Other
1589442351000,,,,,,,,,,,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.60,,,,,,,,,,,0.90
1589509055000,,,,,,1.75,,,,,3.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.34,,,,,,,,,,,0.50
1589576701000,,,,,,0.31,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.97
1589644333000,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.47,,,,,,,,,,,,,,,,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.40,,,,,,,,,,,4.95
1589711000000,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.17
1589778055000,,,,,,,,,,,5.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.21,,,,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.49,,,,,,,,,,,20.45
1589845567000,,,,,,,,32.31,,,,,30.00,1.75,7.31,19.57,,,,,,,,,,,,,,,,,,,,,,,6.55,,,6.61,,,,,2.00,,13.58,,,,,,5.30,,,,,,,,,,10.06,24.59,,,12.79,,,,,10.00,,,,,,21.67,,7.64,132.87,,,,37.86,,,,,40.57,,,,,,,,,,,14.00,,,8.97,,,,,,,,11.58,19.56,,,5.28,1.04,91.05,,40.06,,,35.10,365.18
1589913105000,,,,,,,,,,,,,,,,4.00,,,,,,,,,,,,,,,,,,,,,,,5.28,,,1.31,,,,,30.14,,2.00,,,,,,4.58,,,,,9.00,19.30,,,1.12,38.78,5.65,,,8.16,,,,,,,,,,,5.90,,25.93,48.45,,0.44,,19.13,,,,,,,,,,,,,,,,11.61,,,34.32,,,,,,,,8.94,21.70,,,2.86,,,,10.59,,,1.45,297.49
1589980117000,,,,,,,,,,,,,,,2.12,,,,,,,,,,,,,,,,,,,,,,,,1.01,,,,,,,,,,27.77,,,,,,6.00,,,,,,,,,,24.25,5.74,,,2.48,,,,,,,,,6.70,,2.44,,,21.62,,,,8.30,,,,,,,,,,,,,,,,,,,,,,,,,,,6.44,17.19,,,1.24,,,,17.55,,,2.34,144.41
1590047677000,,,,,,,,64.97,,10.21,,,,,13.69,5.43,,,,,,,,,,,,,,,,,,,,,,,1.18,,,5.01,,,,,,,5.87,,,,,,18.54,,,,,,,41.22,,,29.96,70.72,,,,27.38,,,46.87,,,,,,,8.08,,4.22,143.21,,0.47,,20.79,,,,,,,,,,,,,,,,7.76,10.00,,,,,,,,,,56.55,10.51,49.21,,24.58,36.28,,,13.63,,,1.64,326.97
1590113970000,,,,,,,,1.00,,4.00,,,,,4.19,,,,,,,,,,,,,,,,,,70.00,,,,3.92,,2.65,0.47,,2.95,,,,,,,0.25,,,,,,,,,,,,,8.82,,1.91,11.02,1.54,,,4.74,9.54,,1.52,,,,,,1.20,,3.90,,,119.10,,0.49,,8.07,,,,,,,,,,,,15.10,,,,7.71,8.22,,,,,,,,,,6.14,11.30,5.80,,1.72,5.02,,,14.27,,0.90,4.26,161.97
1590181994000,,,,,,,,,,10.00,,,,2.19,7.24,,,,,,,,,38.44,,,,,,,,,,,,,,,3.22,0.29,,,,,,,,,2.00,,,,,,,,,,,,,,,,2.47,1.44,,,,10.00,,,,,,,,,,,,6.48,3.46,,,,4.16,,,,,,,,,,,,4.36,,,,,,,,,,,,,,,7.00,2.84,,,1.43,,,,1.87,,,,90.97
1590248502000,,,,,,,,,,,,,,,,,,,,,,,,4.00,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,3.00,,,5.15,,,,,9.04,,,,,,,,,,4.76,,4.30,8.37,,,,13.54,,,,,,,,,,,,23.76,,,,,,,,,,,,,,,,3.49,,,1.46,,,,8.47,,0.96,,50.64
1590316431000,,,,,,,,,,,9.45,,,,1.35,,,,,,,,,,,,,,,,,,,,,,,,0.10,,,,,,,,,,,,,,,,,,,,,,,9.52,,,1.10,,,,0.85,,,0.25,,,,,,,,0.29,,,1.47,,,,9.08,,,,,,,,,,,,4.98,,,,,,,,,,,,,,,,0.10,,,1.62,,,,4.15,,2.81,,71.17
1590383553000,,,,,,7.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,1.00,,,,,,,,,,,,,,,,,,,,,,3.59,,,8.09,,,,,,,0.50,,,,,,,,,,,17.35,,,,1.64,,,,,,,,,,,,10.00,,,,,,,,,,,,,,,,,,,,0.13,,,1.57,,,,15.29
1590451139000,,,,,,8.96,,,,,,,,,,,,,,,,,,,,,,,,,,8.00,,,,,,,0.14,0.99,,,,,,,,,,,,,,,,,,,,,,,,,1.05,,,,,,,,,,,,,,,0.24,,,22.68,,,,4.69,,,,,,,,,,,,19.00,,,,,,,,,,,,,,,,,,,1.62,,,,1.51,,,0.03,31.32
1590517845000,,,,,,8.72,,,,5.00,3.70,,4.30,,1.06,,,,,,,,,,,,,,,,,,,,,,,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,17.96,,,,,,,,,,,,,,,0.71,,,8.66,,0.09,,3.10,,,,,,,,,,,,4.00,,,,,,,,,,,,,,,,,,,,,,,4.33,,,,43.14
1590584981000,,,,,,,,,,,,,,,1.36,,,,,,,,,,,,,,,,,,,,,,,,0.20,1.37,,,,,,,,,,,,,,,,,,,,,,,,,25.24,,,,,4.00,,,,,,,,,,1.58,,,6.01,,,,,,,,,,,,,,,,7.14,,,,,,,,,,,,,,,,,,,,,,,3.86,,,,6.60
1590652494000,,,,,,,,,,,,,5.93,,,,,,,,,,,,,,,,,,,,,,,,1.95,,1.71,,,,,,,,,,1.00,,,,,,,,,,,,,,,,3.98,,,,0.97,,,,,,,,,,,,,4.25,4.38,,,,1.51,,,,,,,,,,,,5.60,,,,,,,,,,,,,,,,,,,,,,,5.23,,,0.96,30.83
1590719602000,,,,,,,,,,,,,2.37,,2.19,13.21,,,,,,,,,,,,0.62,,,,,,,,,,,0.62,,,2.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.51,,,,,,,,,,,,,2.77,,,1.00,,,,,,,,,,,,,,,,,,,,,,,8.39,,,0.95,16.53
1590786531000,,,,,,,,,,,0.15,,,,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,5.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.89,,,,,,,,,,,,,,,,5.60,,,,,,,,,,,,,,,,,,,,,,,5.21,,,0.49,23.23
1590853669000,,,,,,,,,,,,,2.30,,,,,,,,,,,,,,,1.31,,,,,,,,,,,,,,1.58,,,,,,,1.00,,,,,,,,,,,,,,,,0.18,,,,,,,,,,,,,,,,,,16.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.53,,,,15.76
1590919824000,,,,,,,,,,,2.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,,,,,,,,,,1.00,,,,,,,,,,,4.98,,,,,0.03,,,,1.12,,,,,,,,,,,,,,0.20,13.30,,,1.44,,,,,,,,,,,,5.00,,,,,,,,,,,,,,,,,,,,,,,1.80,,,4.61,10.49
1590987649000,,,,,,,,,,,8.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.51,,,,,,,,,,,,,,,,,,3.50,,,,1.45,,,,,,,,,,,,8.30,,,,,,,,,,,,,,,,,,,,,,,,,,2.36,10.09
1591054955000,,,,,,,4.00,,2.10,,12.61,,2.68,3.72,0.98,,,,5.40,,,,,,,,,5.12,,,,,,,,,,,0.02,,,5.09,,,,,,,,,,,,,,,,,,,,,,,5.51,,,,,13.41,,,43.53,,,,,8.00,,2.79,11.50,,62.95,,,,11.44,,,,,,2.54,,,,,,11.08,,,,,,,,,,,,,,,,,,,,,,,8.80,,,2.09,63.31
1591122115000,,,,,,,,,,,5.18,,,,,,,,,,,,,,,,,2.50,,,6.23,,,,,,,,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,0.52,,,,,,,,,,,,,,,0.31,,,16.41,,,,1.36,,,,,,,,,,,,1.50,,,,,,,,,,,,,,,,,,,,,,,,,,,29.59
1591189759000,,,,,,1.16,,,,,,,,,,,,,1.00,,,,,,,,,,8.36,,2.79,,,,,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,17.12,,,,,,,,1.40,,,,,,,2.65,,,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.77,,,,22.63
1591256276000,,,,,22.65,,,,,10.87,0.00,,,,4.75,,0.69,,2.00,,,,,,,,,,,,0.62,,,,,,,,0.40,,,2.81,,,,,,,,,,,,,,,,,,,14.15,,,,2.17,,,,,,,,,,,,,,,0.42,,,6.27,,0.35,,,,,20.35,,,,,,,,,6.94,,,,,,,,,,,,,,,,,,,0.60,,,,8.17,,,,41.29
1591323776000,,,,,,,,,,10.03,,,,,,,,,,,,,,,,,,,,,8.94,,,,,,1.28,,0.49,,,,,0.48,,,,,,,,,,,,,,,,,,,,0.78,,,,,,,,,,,,,,,,4.09,,,1.11,,,,1.40,,,1.47,,,3.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.75,,,,14.28
1591389945000,,,,,,,,,3.00,2.28,,,,,,,,,,,,,,,,,,,,,0.77,,,,,,,,0.17,,,,,0.47,,,,,,,,,,,4.06,,,,,,,,,2.25,,,,,,,,,,,,,,6.99,,4.68,7.14,,1.18,,0.90,,1.48,,,1.00,,,1.13,,,,,,,,,,,,,,,,,2.88,,,,,,,,1.49,,,,1.78,,,,21.96
1591457899000,,,,,,,,,1.30,,2.47,,,,0.90,,,,,,,,,,,,5.10,2.50,,,1.76,,,,,,,,0.39,,,1.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.20,,1.52,3.50,,31.28,,1.82,,4.58,,,5.32,,,,,,,,,5.03,,,,,,,,,,,,,,,,,,,,,,,13.57,,,,10.52
1591524138000,,,,,,,7.00,,13.65,,1.24,,,,,,,,,,,,,,,,2.61,,,,10.92,3.26,,,,,,,0.23,,,1.49,,1.62,,,,,,,,,,,1.34,,,,,,30.00,,,,,,,,1.25,9.91,,,,,,,,2.26,,,25.20,,24.49,,1.05,,9.49,,2.75,17.77,,,,,,,,,18.74,5.73,,,,,,,,,,,,,,,,,2.08,,,,,5.64,,,0.83,37.01
1591590964000,,,,,,,,,,,9.74,,,,,,,,,,,,,,,,,,,,2.45,,,,,,,,0.40,,,1.40,,,,,,,,,,,,,1.03,,,,,,,,,,,,,,,,,,,,,,,,,0.79,12.39,,18.67,,,,1.77,,12.21,0.96,,,,,,4.68,,,8.76,1.46,,,,,,,,,,6.65,,,,,,,,,,,,12.01,,,6.16,24.73
1591658478000,,,,,,,17.90,,,,,,,,,,2.31,,4.77,,,,,,,,4.03,5.07,34.04,,5.50,,,,,,,,1.50,,,6.55,,1.41,,,,,,,4.20,,,,5.64,,,,,,,,,,,,,22.16,1.36,,,,,,,,,,,0.31,3.30,,41.02,,4.75,,33.40,,5.91,9.44,,,6.13,,,,,,13.58,19.87,,,,,,,,,,2.24,,,,,,,12.85,22.53,,,,20.23,,,,73.00
1591725334000,,,,,3.13,,5.97,,,,9.86,,,,2.51,,0.74,,2.39,,,,,,,,,2.60,3.20,,,11.00,,,,,,,0.37,,,5.21,,3.55,,,,,,,,0.09,,,,,,,,10.49,,,,,,,,31.65,1.75,,,,,,,,,,,1.10,,,7.38,,1.01,,11.99,,3.87,30.78,,,,,,,,,21.80,1.68,,,,,,,,,,,,,,,,,8.26,,,,,6.23,,,,77.50
1591793059000,2.06,,,,2.00,,,,,,,,,,1.10,,5.86,,5.02,,,,,33.32,,,,2.50,,,,,,,,,1.00,,2.37,,,1.46,,4.90,,,,,,,,10.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.06,,0.40,,,,4.28,9.10,,,3.43,,,25.85,,,8.50,,,,,,,,,,,3.10,,,,,,,4.00,3.90,,,,12.63,,,,64.63
1591859571000,2.29,,,,10.22,,,,,,,,,,3.85,,7.30,,3.77,,,,4.63,,,,,5.07,15.10,,5.22,,,,,,,,9.76,,,2.10,,4.86,,,,,,,15.00,,,,9.50,,,,,,,,,,,,,,,16.50,,,,,,,,,,4.19,1.04,,10.64,,1.42,,24.42,,5.05,15.91,,,2.59,,,,,,10.05,19.54,,,,,,,,,,81.90,,,,,,,12.71,,,,,13.03,,,4.67,71.97
1591926628000,,,,,,2.52,6.41,,4.93,,,,,,,,1.35,,1.46,,,,,,,,,5.75,9.27,,12.37,,,,,,,,3.81,,,,,,,,,,,,,,,,14.25,,,,,,,,,,,,,,,,,,,,,,0.40,2.59,,23.68,5.00,,24.60,,0.63,,,,2.30,18.90,,,,,,,,,8.45,0.85,,,,,,,,,,1.00,,,,,,,,,,,,4.75,,,0.20,29.06
1591993124000,0.84,,,,,,,,,,,,,,,,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.18,,,,,,,,,,,,,,,,0.66,,,9.53,,2.02,,18.21,,1.94,,,,,,,,40.00,,,11.80,,,,,,,,,,,,,,,,,8.40,,,,,5.84,,,,18.26
1592060020000,8.05,,,,,,,,,,5.59,,,,,,1.98,,,,,,,,,,,2.57,,,1.75,,,,2.72,,,,1.41,18.78,,,,5.95,,,,,,,,,,,4.10,,,,,,,,,,,,,,,,,1.25,,,,,19.00,,,0.03,2.00,,2.49,,1.27,,,,,33.62,,,35.68,,,,20.00,,3.25,1.36,,,,,,,,,,,,,,,,,8.21,,,,,6.32,,,1.17,26.69
1592126059000,3.96,,,,,,,,,,,,,5.33,,,2.09,,2.02,,,,,,,,,,15.39,,,7.89,,,0.69,,,,0.76,,,,,2.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.91,,,,0.63,,,,,52.25,,,2.97,,,,,,,,0.23,,,10.00,,,,,,7.34,,,,,,,7.91,,,,,2.72,,,1.68,42.50
1592193218000,16.95,,,,3.54,,6.59,,25.95,,,,,2.01,,,2.72,,,,,5.71,,,,,,,50.70,,0.68,,,,1.63,,,,7.23,,,,,,,,,,,,,,,,2.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.40,,25.85,,,15.06,,,24.89,,,,,,9.03,21.91,,,,,,,,,,135.71,,,,,,,3.41,,,,,1.54,,,,9.45
1592259061000,,,,,,,,,2.40,,24.45,,,,,,,,,,,,,,,,3.32,,31.02,,0.91,,,,,,,,3.43,,,3.64,,,,,,,,,,,,,5.54,,,,,,,,,,,,,,,,,,,,,,,,,0.62,7.40,,,,,,,,,9.56,,,2.39,,,,,,,3.82,0.35,,,,,,,,,15.34,,,,,,,3.41,,,,,11.42,,,1.94,15.13
1592326391000,40.81,,,,,,10.04,,,,,,,8.93,,,15.66,,,,,,,,,,3.02,10.50,5.21,,4.72,,,,2.64,,,,10.09,,,,,,,,,,,,,,,,7.55,,,,,,,,,,,,,,,,,,,,,,,,,3.90,,,,,1.30,,19.88,,,12.67,,,8.88,,,,,,,23.13,,,,,,,,,,40.45,,,,,,,,,,,,7.28,,3.45,4.30,11.09
1592393573000,7.81,,,,21.37,,,,4.41,,,,,10.10,,,42.55,,1.00,,,,,,,,6.13,,,,8.39,2.77,,,2.91,,,105.15,11.60,,,,,,,,,,,,,,,,34.92,,,,,13.00,,,,,,,,,,,,,,,,,,,,6.46,,,,,2.55,,4.38,,,28.00,,,10.23,,,,,,3.25,41.33,,,,,,,,,,17.40,,,,,,,,64.76,,,,26.97,,,0.69,14.91
1592460543000,8.91,,,,,,5.47,,37.80,,,,,13.51,,,33.45,,5.90,,,,22.00,,,,,,,,7.18,,,,11.51,,,25.68,14.75,,,,,3.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.64,,22.78,4.00,,,,2.27,,13.42,,,3.64,,,7.13,,,,,,,,,,,,,,,,,30.95,,,,,,,4.63,4.39,,,,27.41,,11.00,2.13,54.21
1592527754000,,,,,,,0.06,,,,,,,15.98,,,11.01,,,,,,,,,,0.04,,,,1.81,,,9.90,8.45,,,,11.71,,,,,1.86,,,,,,,,,,,22.88,,,,,,,,,,,,,,,,,,,,,,,,,,14.86,,,,,,8.02,,,4.17,,,3.36,,,,,,9.00,2.71,,,,,,,,,,1.92,,,,,,,,,,,,20.85,,,7.85,37.10
1592594022000,,19.63,,,,,,,30.99,,,,,1.79,,,10.42,,,,,,,,,,,,,3.25,,0.10,,5.90,,,2.00,,11.87,,,,,1.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.25,,,,4.99,,,,,38.60,,,,0.99,,18.54,,,,,,,,,,,,,6.27,,,,,,,,,,8.98,,,,,,,9.94,,,,,10.32,,,,17.21
1592661070000,7.73,66.91,,,,,,,9.53,,,,,1.49,,,,,,,,3.18,,,,,,,,0.96,1.94,,,,6.97,,,,2.17,,,,,,,,,,,,,,,,,,,,,,37.43,,,,,,,,,,,,,,,7.14,,,,,72.87,,,,3.01,,10.11,,,3.01,,,3.74,,,,,,,26.05,,,,,,,,,,0.34,,,,,,,4.78,,,,10.00,19.17,,,,24.56
1592727831000,5.16,37.04,,,,,,,4.46,,,,,,,,,,3.99,,,45.20,,,,,7.27,,,,,,,,8.66,,1.00,,18.02,,,,,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.73,,,,5.69,,45.84,,,52.67,,,,3.24,,30.99,,,20.89,,,2.20,,,,,,,21.35,,,,,,,,,,1.31,,,,,,,4.72,8.24,,,10.00,17.45,,,,26.85
1592794125000,7.96,18.05,,,,,,,,,,,,,,,,,,,,1.59,,,,,,,,,,,,,1.41,,,,10.30,,,3.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.16,,,,4.35,,,,10.78,,,,,1.66,,4.31,,,4.87,,,2.81,,,,,,,26.43,,,,,,,,,,12.14,,,,,,,,,,,29.98,13.68,,,,14.69
1592861502000,,1.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,4.75,,4.08,,15.32,,,4.04,,,,,,,,,,,,,5.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.14,,,21.21,,,,,,,,,,19.66,,,,,0.63,,,,,20.80,,,,,,,4.53,27.71,,,,15.87,,,2.12,25.23
1592927890000,13.15,24.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.88,1.41,,,1.64,14.85,,17.70,,20.98,,,3.08,,,,,,,,,,,,,22.78,,,,,,,,,,,,,,,,,1.01,,,,11.24,,,,2.83,,,,,,,7.84,,,51.90,,,4.75,,,,,,,,,,,,,,,,,23.37,,,,,,,4.54,23.43,,,,14.49,,,,42.91
1592995513000,,44.24,,,,,,,,,,,,3.84,,,,,,,,,,,,,,,,,,,,,2.91,,16.50,,13.26,,,4.94,,,,,,,,,,,,,2.05,,,,,,38.99,,,,,,,,4.17,,,,,,,,,,,6.66,,,,,,,3.39,,,39.46,,,17.89,,,,,,,0.80,,,,,,,,,,,,,,,,,,3.71,,,,14.62,,,16.32,31.86
